order_id,customer_id,order_date,status,region_code
ORD00381,CUST0354,2024-06-21 00:00:00,RETURNED,WEST
ORD00382,CUST0405,2023-03-09 00:00:00,SHIPPED,NORTH
ORD00383,CUST0154,2024-01-20 00:00:00,PLACED,SOUTH
ORD00384,CUST0166,2024-02-24 00:00:00,CANCELLED,WEST
ORD00385,CUST0059,2023-10-07 00:00:00,SHIPPED,EAST
ORD00386,CUST0175,2024-04-18 00:00:00,DELIVERED,EAST
ORD00387,CUST0292,2023-05-21 00:00:00,SHIPPED,CENTRAL
ORD00388,CUST0015,2024-01-26 00:00:00,PLACED,SOUTH
ORD00389,CUST0100,2024-05-17 00:00:00,CANCELLED,NORTH
ORD00390,CUST0174,2023-11-06 00:00:00,RETURNED,EAST
ORD00391,CUST0246,2023-11-08 00:00:00,CANCELLED,EAST
ORD00392,CUST0409,2024-04-19 00:00:00,RETURNED,WEST
ORD00393,UNKNOWN,2023-01-03 00:00:00,DELIVERED,EAST
ORD00394,CUST0080,2023-11-04 00:00:00,SHIPPED,SOUTH
ORD00395,CUST0457,2024-04-28 00:00:00,PLACED,SOUTH
ORD00396,CUST0459,2023-10-22 00:00:00,DELIVERED,CENTRAL
ORD00397,CUST0402,2024-05-18 00:00:00,SHIPPED,WEST
ORD00398,CUST0476,2023-09-08 00:00:00,RETURNED,SOUTH
ORD00399,CUST0428,2023-10-11 00:00:00,PLACED,SOUTH
ORD00400,CUST0290,2023-03-10 00:00:00,PLACED,WEST
ORD00401,CUST0162,2024-01-06 00:00:00,RETURNED,WEST
ORD00402,CUST0010,2024-03-22 00:00:00,CANCELLED,WEST
ORD00403,CUST0351,2024-05-02 00:00:00,CANCELLED,WEST
ORD00404,CUST0470,2023-05-03 00:00:00,CANCELLED,CENTRAL
ORD00405,CUST0182,2023-01-18 00:00:00,PLACED,EAST
ORD00406,CUST0077,2023-06-16 00:00:00,SHIPPED,NORTH
ORD00407,CUST0016,2023-05-30 00:00:00,SHIPPED,WEST
ORD00408,CUST0193,2023-05-19 00:00:00,SHIPPED,SOUTH
ORD00409,CUST0432,2023-02-24 00:00:00,DELIVERED,NORTH
ORD00410,CUST0311,2024-03-05 00:00:00,DELIVERED,CENTRAL
ORD00411,CUST0305,2023-12-31 00:00:00,CANCELLED,NORTH
ORD00412,CUST0401,2023-10-26 00:00:00,CANCELLED,NORTH
ORD00413,CUST0362,2023-03-20 00:00:00,SHIPPED,EAST
ORD00414,CUST0364,2023-07-07 00:00:00,CANCELLED,EAST
ORD00415,UNKNOWN,2023-06-21 00:00:00,SHIPPED,WEST
ORD00416,CUST0255,2023-11-20 00:00:00,RETURNED,SOUTH
ORD00417,CUST0191,2023-11-05 00:00:00,SHIPPED,WEST
ORD00418,CUST0487,2024-01-07 00:00:00,DELIVERED,NORTH
ORD00419,CUST0269,2023-12-27 00:00:00,SHIPPED,WEST
ORD00420,CUST0058,2023-01-14 00:00:00,CANCELLED,NORTH
ORD00421,CUST0020,2023-10-16 00:00:00,SHIPPED,SOUTH
ORD00422,CUST0468,2024-05-11 00:00:00,CANCELLED,CENTRAL
ORD00423,CUST0260,2023-06-16 00:00:00,SHIPPED,NORTH
ORD00424,UNKNOWN,2023-06-08 00:00:00,PLACED,CENTRAL
ORD00425,CUST0257,2023-07-12 00:00:00,DELIVERED,EAST
ORD00426,CUST0175,2024-06-22 00:00:00,DELIVERED,WEST
ORD00427,CUST0376,2023-04-27 00:00:00,SHIPPED,WEST
ORD00428,CUST0159,2023-03-20 00:00:00,RETURNED,CENTRAL
ORD00429,CUST0074,2023-05-15 00:00:00,CANCELLED,EAST
ORD00430,CUST0051,2024-05-06 00:00:00,SHIPPED,EAST
ORD00431,CUST0481,2024-01-07 00:00:00,DELIVERED,EAST
ORD00432,CUST0068,2024-03-28 00:00:00,RETURNED,NORTH
ORD00433,CUST0019,2024-06-19 00:00:00,CANCELLED,EAST
ORD00434,CUST0366,2023-12-17 00:00:00,PLACED,CENTRAL
ORD00435,CUST0060,2023-11-08 00:00:00,PLACED,CENTRAL
ORD00436,UNKNOWN,2023-05-02 00:00:00,CANCELLED,SOUTH
ORD00437,CUST0352,2023-05-26 00:00:00,SHIPPED,WEST
ORD00438,CUST0447,2023-11-11 00:00:00,DELIVERED,WEST
ORD00439,CUST0240,2023-05-14 00:00:00,CANCELLED,SOUTH
ORD00440,CUST0053,2024-03-11 00:00:00,SHIPPED,CENTRAL
ORD00441,CUST0338,2023-04-25 00:00:00,CANCELLED,CENTRAL
ORD00442,CUST0012,2024-05-10 00:00:00,CANCELLED,CENTRAL
ORD00443,CUST0160,2023-02-13 00:00:00,RETURNED,WEST
ORD00444,CUST0108,2023-02-03 00:00:00,DELIVERED,EAST
ORD00445,CUST0099,2024-06-09 00:00:00,PLACED,WEST
ORD00446,CUST0273,2024-04-25 00:00:00,PLACED,SOUTH
ORD00447,CUST0226,2023-09-17 00:00:00,RETURNED,EAST
ORD00448,CUST0140,2023-11-05 00:00:00,PLACED,NORTH
ORD00449,CUST0141,2023-04-09 00:00:00,PLACED,NORTH
ORD00450,CUST0491,2023-07-30 00:00:00,DELIVERED,CENTRAL
ORD00451,CUST0264,2023-07-24 00:00:00,SHIPPED,EAST
ORD00452,CUST0278,2023-12-26 00:00:00,CANCELLED,WEST
ORD00453,CUST0164,2023-05-30 00:00:00,DELIVERED,SOUTH
ORD00454,CUST0483,2023-10-12 00:00:00,RETURNED,CENTRAL
ORD00455,CUST0146,2023-12-23 00:00:00,RETURNED,CENTRAL
ORD00456,CUST0088,2024-05-27 00:00:00,PLACED,EAST
ORD00457,CUST0314,2023-09-05 00:00:00,PLACED,SOUTH
ORD00458,CUST0277,2023-03-11 00:00:00,DELIVERED,NORTH
ORD00459,CUST0067,2023-01-15 00:00:00,RETURNED,CENTRAL
ORD00460,UNKNOWN,2023-07-16 00:00:00,RETURNED,CENTRAL
ORD00461,CUST0026,2023-06-25 00:00:00,CANCELLED,EAST
ORD00462,CUST0028,2023-01-05 00:00:00,DELIVERED,CENTRAL
ORD00463,CUST0201,2023-04-12 00:00:00,CANCELLED,EAST
ORD00464,CUST0306,2024-05-31 00:00:00,DELIVERED,SOUTH
ORD00465,CUST0323,2024-05-01 00:00:00,SHIPPED,NORTH
ORD00466,CUST0359,2023-07-09 00:00:00,RETURNED,NORTH
ORD00467,CUST0183,2023-04-20 00:00:00,PLACED,CENTRAL
ORD00468,CUST0419,2023-12-30 00:00:00,RETURNED,CENTRAL
ORD00469,CUST0389,2024-03-10 00:00:00,SHIPPED,EAST
ORD00470,CUST0274,2023-08-22 00:00:00,DELIVERED,SOUTH
ORD00471,CUST0473,2023-11-18 00:00:00,SHIPPED,EAST
ORD00472,CUST0239,2023-04-23 00:00:00,RETURNED,WEST
ORD00473,CUST0048,2024-05-22 00:00:00,CANCELLED,CENTRAL
ORD00474,CUST0471,2023-10-23 00:00:00,DELIVERED,NORTH
ORD00475,CUST0050,2023-02-11 00:00:00,CANCELLED,NORTH
ORD00476,CUST0351,2024-05-20 00:00:00,SHIPPED,EAST
ORD00477,CUST0393,2023-10-18 00:00:00,PLACED,EAST
ORD00478,CUST0119,2023-11-16 00:00:00,DELIVERED,CENTRAL
ORD00479,CUST0074,2024-03-30 00:00:00,RETURNED,EAST
ORD00480,CUST0316,2024-02-22 00:00:00,CANCELLED,NORTH
ORD00481,CUST0187,2024-03-14 00:00:00,SHIPPED,NORTH
ORD00482,CUST0359,2023-03-13 00:00:00,DELIVERED,NORTH
ORD00483,CUST0170,2024-05-02 00:00:00,PLACED,WEST
ORD00484,CUST0452,2024-01-12 00:00:00,DELIVERED,EAST
ORD00485,CUST0250,2024-05-18 00:00:00,PLACED,CENTRAL
ORD00486,UNKNOWN,2024-02-10 00:00:00,SHIPPED,NORTH
ORD00487,CUST0180,2023-03-29 00:00:00,CANCELLED,WEST
ORD00488,CUST0434,2024-02-09 00:00:00,DELIVERED,EAST
ORD00489,CUST0394,2023-04-15 00:00:00,DELIVERED,SOUTH
ORD00490,CUST0295,2023-06-22 00:00:00,CANCELLED,CENTRAL
ORD00491,CUST0053,2023-07-23 00:00:00,DELIVERED,CENTRAL
ORD00492,CUST0366,2024-02-18 00:00:00,DELIVERED,CENTRAL
ORD00493,CUST0167,2024-03-10 00:00:00,RETURNED,CENTRAL
ORD00494,CUST0037,2023-10-13 00:00:00,DELIVERED,SOUTH
ORD00495,CUST0273,2023-10-07 00:00:00,RETURNED,EAST
ORD00496,CUST0303,2024-02-14 00:00:00,DELIVERED,EAST
ORD00497,CUST0318,2024-02-19 00:00:00,CANCELLED,EAST
ORD00498,CUST0082,2024-06-07 00:00:00,SHIPPED,CENTRAL
ORD00499,CUST0197,2024-04-10 00:00:00,DELIVERED,SOUTH
ORD00500,CUST0107,2023-09-14 00:00:00,CANCELLED,WEST
