item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00468,ORD00380,PROD0496,11,481.89,58.76
ITEM00469,ORD00304,PROD0404,11,1840.46,16.57
ITEM00470,ORD00480,PROD0273,2,1056.23,20.58
ITEM00471,ORD00097,PROD0283,14,4260.45,72.21
ITEM00472,ORD00382,PROD0305,10,1843.87,43.35
ITEM00473,ORD00483,PROD0452,8,2395.94,44.62
ITEM00474,ORD00060,PROD0436,11,711.28,59.63
ITEM00475,ORD00294,PROD0207,7,595.27,27.17
ITEM00476,ORD00189,PROD0245,8,4561.24,31.87
ITEM00477,ORD00066,PROD0304,8,1836.25,10.76
ITEM00478,ORD00437,PROD0066,13,4254.18,38.3
ITEM00479,ORD00161,PROD0133,6,3904.3,19.97
ITEM00480,ORD00489,PROD0005,1,739.78,35.29
ITEM00481,ORD00195,PROD0352,16,2328.92,89.79
ITEM00482,ORD00296,PROD0263,7,4184.5,81.93
ITEM00483,ORD00378,PROD0366,5,2779.93,44.94
ITEM00484,ORD00001,PROD0080,5,4660.14,88.94
ITEM00485,ORD00160,PROD0337,19,2134.33,95.81
ITEM00486,ORD00032,PROD0065,7,1093.15,25.31
ITEM00487,ORD00303,PROD0074,3,1161.71,40.98
ITEM00488,ORD00275,PROD0194,15,3747.63,60.39
ITEM00489,ORD00098,PROD0291,7,630.32,87.73
ITEM00490,ORD00434,PROD0377,6,3494.11,95.04
ITEM00491,ORD00199,PROD0137,10,758.23,53.05
ITEM00492,ORD00217,PROD0028,15,3678.75,39.83
ITEM00493,ORD00164,PROD0471,7,3495.81,11.46
ITEM00494,ORD00395,PROD0372,16,2152.31,80.9
ITEM00495,ORD00187,PROD0328,12,317.71,42.94
ITEM00496,ORD00409,PROD0499,6,574.75,18.59
ITEM00497,ORD00348,PROD0190,14,2928.96,24.53
ITEM00498,ORD00479,PROD0363,14,2410.29,21.52
ITEM00499,ORD00408,PROD0399,16,2989.93,37.17
ITEM00500,ORD00065,PROD0128,-4,832.96,14.5
